Date,IBIT,FBTC,BITB,ARKB,BTCO,EZBC,BRRR,HODL,BTCW,MSBT,GBTC,BTC,Total,Total_MA5
2024-01-11,111.7,227.0,237.9,65.3,17.4,50.1,29.4,10.6,1.0,,-95.1,,655.3,
2024-01-12,386.0,195.3,17.4,39.8,28.4,0.0,20.2,0.0,0.0,,-484.1,,203.0,
2024-01-15,,,,,,,,,,,,,0.0,
2024-01-16,212.7,102.0,50.2,122.3,31.9,0.0,15.3,7.3,0.0,,-594.4,,-52.7,
2024-01-17,371.4,358.1,68.2,50.3,57.6,1.2,1.2,4.8,1.6,,-460.6,,453.8,251.88
2024-01-18,145.5,177.9,20.1,41.8,58.8,0.0,9.3,2.3,0.0,,-582.3,,-126.6,95.5
2024-01-19,201.5,222.3,56.7,62.6,63.4,0.0,10.4,14.2,2.9,,-590.4,,43.6,63.62
2024-01-22,260.6,158.7,41.6,65.0,5.6,4.7,9.7,6.8,0.4,,-640.5,,-87.4,46.14
2024-01-23,160.1,157.7,26.3,61.8,0.0,1.1,0.0,2.2,0.0,,-515.3,,-106.1,35.46
2024-01-24,66.2,125.7,19.1,24.9,19.9,1.2,9.1,4.5,0.4,,-429.3,,-158.3,-86.96
2024-01-25,170.7,101.0,20.0,16.1,0.0,0.0,6.5,0.0,0.0,,-394.1,,-79.8,-77.6
2024-01-26,87.1,100.1,30.9,46.4,0.0,1.2,1.8,2.4,0.0,,-255.1,,14.8,-83.36
2024-01-29,198.4,208.2,20.0,17.2,3.0,0.0,0.0,0.0,0.0,,-191.7,,255.1,-14.86
2024-01-30,299.2,119.2,21.9,16.8,6.3,2.5,0.0,0.0,2.1,,-220.7,,247.3,55.82
2024-01-31,116.2,232.0,17.8,14.8,1.5,0.0,0.6,2.4,0.0,,-187.7,,197.6,127.0
2024-02-01,163.9,35.8,4.2,15.9,0.0,0.0,0.0,0.0,0.7,,-182.0,,38.5,150.66
2024-02-02,105.8,78.9,11.5,22.6,0.0,2.5,0.0,2.4,0.9,,-144.6,,80.0,163.7
2024-02-05,137.3,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,,-107.9,,68.1,126.3
2024-02-06,45.2,37.7,11.3,8.6,0.0,0.0,0.0,2.4,1.1,,-72.7,,33.6,83.56
2024-02-07,56.2,130.1,21.4,3.3,8.6,5.1,1.2,0.0,0.9,,-80.8,,146.0,73.24
2024-02-08,204.1,128.3,60.5,86.4,13.4,0.0,1.9,10.3,1.7,,-101.6,,405.0,146.54
2024-02-09,250.7,188.4,29.1,136.5,-17.4,1.4,1.4,2.7,0.5,,-51.8,,541.5,238.84
2024-02-12,374.7,151.9,33.0,40.0,-20.8,0.0,1.1,8.5,0.0,,-95.0,,493.4,323.9
2024-02-13,493.1,163.6,10.8,40.0,0.0,0.0,0.0,0.0,1.6,,-72.8,,636.3,444.44
2024-02-14,224.3,118.9,47.2,101.5,-37.5,9.0,1.0,2.9,3.6,,-131.2,,339.7,483.18
2024-02-15,330.9,97.4,120.2,88.9,1.3,3.0,7.4,2.9,0.0,,-174.6,,477.4,497.66
2024-02-16,191.4,116.7,20.9,140.0,1.0,0.0,7.9,0.0,2.8,,-150.4,,330.3,455.42
2024-02-19,,,,,,,,,,,,,0.0,356.74
2024-02-20,154.3,71.7,11.1,27.4,0.0,0.0,0.0,5.9,2.2,,-137.0,,135.6,256.6
2024-02-21,96.5,52.5,0.0,10.7,1.0,3.0,0.0,0.0,0.0,,-199.3,,-35.6,181.54
2024-02-22,125.1,158.9,7.9,6.7,0.0,0.0,1.2,2.9,4.4,,-55.7,,251.4,136.34
2024-02-23,167.5,52.5,12.0,34.5,0.0,1.5,0.0,8.7,0.0,,-44.2,,232.5,116.78
2024-02-26,111.8,243.3,37.2,130.6,4.4,7.9,0.0,6.2,0.9,,-22.4,,519.9,220.76
2024-02-27,520.2,126.0,18.4,5.4,2.6,16.6,0.0,9.7,3.6,,-125.6,,576.9,309.02
2024-02-28,612.1,245.2,9.9,23.8,0.0,0.0,0.0,-3.4,2.2,,-216.4,,673.4,450.82
2024-02-29,603.9,44.8,21.7,9.9,-1.5,5.4,0.0,7.0,0.0,,-598.9,,92.3,419.0
2024-03-01,202.5,49.3,42.3,55.1,0.0,5.4,0.0,-1.8,0.0,,-492.4,,-139.6,344.58
2024-03-04,420.1,404.6,90.9,38.2,-25.7,7.8,3.7,-5.7,-3.2,,-368.0,,562.7,353.14
2024-03-05,788.3,125.6,3.7,63.7,-14.2,3.6,0.0,3.5,6.6,,-332.5,,648.3,367.42
2024-03-06,281.7,205.7,28.6,41.3,3.0,5.8,40.7,0.0,1.4,,-276.2,,332.0,299.14
2024-03-07,244.2,473.4,41.4,42.1,0.0,0.0,41.8,1.9,2.5,,-374.8,,472.5,375.18
2024-03-08,336.3,130.3,8.0,1.7,-7.6,8.0,41.4,7.8,0.0,,-302.9,,223.0,447.7
2024-03-11,562.9,215.5,49.8,13.0,-9.7,0.0,43.4,118.8,5.8,,-494.1,,505.4,436.24
2024-03-12,849.0,51.6,24.6,93.0,-19.7,0.0,39.6,82.9,3.0,,-79.0,,1045.0,515.58
2024-03-13,586.5,281.5,5.6,44.6,0.0,19.1,4.1,16.5,2.3,,-276.5,,683.7,585.92
2024-03-14,345.4,13.7,0.0,3.5,0.0,4.0,9.4,13.8,0.0,,-257.1,,132.7,517.96
2024-03-15,139.8,155.6,20.5,0.0,0.0,2.0,1.2,15.8,3.3,,-139.4,,198.8,513.12
2024-03-18,451.5,5.9,17.6,2.7,0.0,0.0,4.8,5.7,0.0,,-642.5,,-154.3,381.18
2024-03-19,75.2,39.6,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,-443.5,,-326.2,106.94
2024-03-20,49.3,12.9,18.6,23.3,-10.2,19.0,2.9,9.3,0.0,,-386.6,,-261.5,-82.1
2024-03-21,233.4,2.9,12.0,2.0,4.2,3.8,4.7,1.8,0.0,,-358.8,,-94.0,-127.44
2024-03-22,18.9,18.1,16.3,5.4,4.5,29.6,25.5,0.0,0.0,,-169.9,,-51.6,-177.52
2024-03-25,35.5,261.8,14.0,0.0,18.5,20.5,11.2,4.0,0.0,,-350.1,,15.4,-143.58
2024-03-26,162.2,279.1,16.7,73.6,26.7,26.3,29.9,15.8,0.0,,-212.3,,418.0,5.26
2024-03-27,323.8,1.5,0.0,200.7,4.8,4.0,5.1,1.9,1.5,,-299.8,,243.5,106.26
2024-03-28,95.1,68.1,67.0,27.6,3.9,0.0,6.0,20.0,0.0,,-104.9,,182.8,161.62
2024-03-29,,,,,,,,,,,,,0.0,171.94
2024-04-01,165.9,44.0,1.1,-0.3,4.2,0.0,0.0,2.0,0.0,,-302.6,,-85.7,151.72
2024-04-02,150.5,44.8,4.3,-87.5,0.0,0.0,3.7,5.6,0.0,,-81.9,,39.5,76.02
2024-04-03,42.0,116.7,23.0,0.0,0.0,3.8,0.0,0.0,3.1,,-75.1,,113.5,50.02
2024-04-04,144.0,106.6,11.2,12.0,0.0,0.0,3.4,15.5,0.0,,-79.3,,213.4,56.14
2024-04-05,308.8,83.0,7.4,0.0,2.7,0.0,0.0,0.0,0.0,,-198.9,,203.0,96.74
2024-04-08,21.3,6.3,40.3,9.3,0.0,0.0,0.0,0.0,2.3,,-303.3,,-223.8,69.12
2024-04-09,128.7,3.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,,-154.9,,-19.4,57.34
2024-04-10,33.3,76.3,24.3,7.3,0.0,0.0,0.0,0.0,0.0,,-17.5,,123.7,59.38
2024-04-11,192.1,4.6,11.1,0.0,0.0,0.0,8.4,0.0,0.0,,-124.9,,91.3,34.96
2024-04-12,111.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-166.2,,-55.1,-16.66
2024-04-15,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-110.1,,-36.7,20.76
2024-04-16,25.8,1.4,0.0,-12.9,0.0,1.8,1.7,3.6,0.0,,-79.4,,-58.0,13.04
2024-04-17,18.1,0.0,-7.3,-42.7,0.0,0.0,0.0,0.0,0.0,,-133.1,,-165.0,-44.7
2024-04-18,18.8,37.4,12.8,9.5,0.0,0.0,0.0,7.2,0.0,,-90.0,,-4.3,-63.82
2024-04-19,29.3,54.8,4.9,12.5,3.9,1.9,0.0,-1.8,0.0,,-45.8,,59.7,-40.86
2024-04-22,19.7,34.8,2.2,22.6,2.7,7.7,0.0,7.5,0.0,,-35.0,,62.2,-21.08
2024-04-23,37.9,4.4,23.2,33.3,-0.3,1.9,0.0,-1.9,0.0,,-66.9,,31.6,-3.16
2024-04-24,0.0,5.6,0.0,4.2,0.0,0.0,0.0,0.0,0.0,,-130.4,,-120.6,5.72
2024-04-25,0.0,-22.6,-6.0,-31.3,0.0,1.9,-20.2,0.0,0.0,,-139.4,,-217.6,-36.94
2024-04-26,0.0,-2.8,-3.8,5.4,0.0,0.0,0.0,0.0,0.0,,-82.4,,-83.6,-65.6
2024-04-29,0.0,-6.9,6.8,-31.3,0.0,1.8,2.7,0.0,0.0,,-24.7,,-51.6,-88.36
2024-04-30,0.0,-35.3,-34.3,3.6,-2.4,0.0,0.0,0.0,0.0,,-93.2,,-161.6,-127.0
2024-05-01,-36.9,-191.1,-29.0,-98.1,-5.4,-13.4,-9.7,-6.5,-6.2,,-167.4,,-563.7,-215.62
2024-05-02,0.0,0.0,0.0,13.3,1.5,3.4,2.3,0.0,0.0,,-54.9,,-34.4,-178.98
2024-05-03,12.7,102.6,33.5,28.1,33.2,60.9,35.6,8.7,0.0,,63.0,,378.3,-86.6
2024-05-06,21.5,99.2,2.1,75.6,11.1,1.8,0.0,1.8,0.0,,3.9,,217.0,-32.88
2024-05-07,0.0,4.1,0.0,2.8,6.0,0.0,0.0,0.0,0.0,,-28.6,,-15.7,-3.7
2024-05-08,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,11.5,111.34
2024-05-09,14.2,2.7,6.8,4.4,2.2,1.8,0.0,0.0,0.0,,-43.4,,-11.3,115.96
2024-05-10,12.4,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,-103.0,,-84.7,23.36
2024-05-13,0.0,38.6,20.3,0.0,0.0,0.0,0.0,7.1,0.0,,0.0,,66.0,-6.84
2024-05-14,0.0,8.1,0.0,133.1,5.5,1.8,1.2,1.7,0.0,,-50.9,,100.5,16.4
2024-05-15,0.0,131.3,86.3,38.6,4.6,1.9,3.7,7.5,2.1,,27.0,,303.0,74.7
2024-05-16,93.7,67.1,1.4,62.0,6.2,3.8,18.5,0.0,0.0,,4.6,,257.3,128.42
2024-05-17,38.1,99.4,20.8,10.0,5.7,0.0,6.4,9.5,0.0,,31.6,,221.5,189.66
2024-05-20,66.4,64.0,24.0,68.3,0.0,0.0,0.0,0.0,5.2,,9.3,,237.2,223.9
2024-05-21,290.0,25.8,-4.2,0.0,0.0,0.0,0.0,-5.9,0.0,,0.0,,305.7,264.94
2024-05-22,92.0,74.6,0.0,3.5,0.0,0.0,0.0,0.0,0.0,,-16.1,,154.0,235.14
2024-05-23,89.0,19.1,0.0,2.0,2.0,0.0,0.0,9.5,0.0,,-13.7,,107.9,205.26
2024-05-24,182.1,43.7,6.4,4.1,0.0,0.0,0.0,15.6,0.0,,0.0,,251.9,211.34
2024-05-27,,,,,,,,,,,,,0.0,163.9
2024-05-28,102.5,34.3,3.3,4.1,3.4,0.0,1.2,0.0,1.4,,-105.2,,45.0,111.76
2024-05-29,24.6,17.7,11.0,4.0,1.0,0.0,0.0,0.0,1.1,,-31.1,,28.3,86.62
2024-05-30,1.6,119.1,25.9,-99.9,2.1,0.0,0.0,0.0,0.0,,0.0,,48.8,74.8
2024-05-31,169.1,5.9,0.0,0.0,0.0,0.0,0.0,-1.9,0.0,,-124.3,,48.8,34.18
2024-06-03,0.0,77.0,14.3,10.7,0.0,0.0,0.0,2.0,1.1,,0.0,,105.1,55.2
2024-06-04,274.4,378.7,61.0,138.7,0.0,0.0,1.6,4.0,0.0,,28.2,,886.6,223.52
2024-06-05,155.4,220.6,18.5,71.4,3.6,0.0,0.0,4.0,0.0,,14.6,,488.1,315.48
2024-06-06,349.9,3.1,-3.1,-96.6,0.0,0.0,0.0,2.0,0.0,,-37.6,,217.7,349.26
2024-06-07,168.3,0.0,-7.9,6.9,0.0,0.0,0.0,0.0,0.0,,-36.3,,131.0,365.7
2024-06-10,6.3,-3.0,7.6,0.0,-20.5,0.0,-15.8,0.0,0.0,,-39.5,,-64.9,331.7
2024-06-11,0.0,-7.4,-11.7,-56.5,0.0,0.0,0.0,-3.8,0.0,,-121.0,,-200.4,114.3
2024-06-12,15.6,50.6,14.5,8.5,0.0,0.0,0.0,11.6,0.0,,0.0,,100.8,36.84
2024-06-13,18.2,-106.4,-9.8,-52.7,-2.7,0.0,0.0,-11.3,0.0,,-61.5,,-226.2,-51.94
2024-06-14,1.5,-80.1,-7.1,-49.0,-2.9,0.0,0.0,0.0,0.0,,-52.3,,-189.9,-116.12
2024-06-17,0.0,-92.0,2.9,-50.0,0.0,0.0,0.0,-3.8,0.0,,-3.0,,-145.9,-132.32
2024-06-18,0.0,-83.1,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,,-62.3,,-152.4,-122.72
2024-06-19,,,,,,,,,,,,,0.0,-142.88
2024-06-20,1.5,-51.1,-31.5,0.0,-2.0,0.0,0.0,-3.7,0.0,,-53.1,,-139.9,-125.62
2024-06-21,0.0,-44.8,0.0,-28.8,0.0,1.9,0.0,0.0,0.0,,-34.2,,-105.9,-108.82
2024-06-24,0.0,-35.2,-8.2,-7.2,-2.4,-20.9,0.0,-10.2,0.0,,-90.4,,-174.5,-114.54
2024-06-25,0.0,48.8,15.2,-6.2,0.0,0.0,0.0,3.5,0.0,,-30.3,,31.0,-77.86
2024-06-26,0.0,18.6,0.0,-4.9,0.0,0.0,0.0,3.4,0.0,,4.3,,21.4,-73.58
2024-06-27,0.0,6.7,8.0,1.8,3.1,3.6,0.0,0.0,0.0,,-11.4,,11.8,-43.24
2024-06-28,82.4,-25.0,0.0,42.8,0.0,0.0,0.0,0.0,0.0,,-27.2,,73.0,-7.46
2024-07-01,0.0,65.0,41.4,12.7,3.2,1.8,0.0,5.4,0.0,,0.0,,129.5,53.34
2024-07-02,14.1,5.4,-6.8,2.5,0.0,0.0,0.0,3.5,0.0,,-32.4,,-13.7,44.4
2024-07-03,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-27.0,,-20.5,36.02
2024-07-04,,,,,,,,,,,,,0.0,33.66
2024-07-05,0.0,117.4,30.2,11.3,0.0,0.0,0.0,12.8,0.0,,-28.6,,143.1,47.68
2024-07-08,187.2,61.5,11.0,8.4,0.0,0.0,0.0,1.6,0.0,,25.1,,294.8,80.74
2024-07-09,121.0,91.0,-4.7,43.3,0.0,0.0,0.0,3.3,0.0,,-37.5,,216.4,126.76
2024-07-10,22.2,57.8,4.7,5.7,9.5,31.7,20.7,3.3,0.0,,-8.2,,147.4,160.34
2024-07-11,72.1,32.7,7.5,4.3,0.0,0.0,0.0,0.0,0.0,,-37.7,,78.9,176.12
2024-07-12,120.0,115.1,28.4,13.0,4.0,0.0,0.0,6.6,0.0,,23.0,,310.1,209.52
2024-07-15,117.2,36.1,15.2,117.2,7.9,3.7,0.0,3.6,0.0,,0.0,,300.9,210.74
2024-07-16,260.2,61.1,17.3,29.8,20.5,9.4,2.2,22.0,0.0,,0.0,,422.5,251.96
2024-07-17,110.4,2.8,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,,-53.9,,53.3,233.14
2024-07-18,102.7,2.8,0.0,-47.6,0.0,0.0,0.0,1.8,0.0,,-22.5,,37.2,224.8
2024-07-19,116.2,141.0,44.6,43.6,6.4,3.9,7.6,41.8,1.8,,20.3,,427.2,248.22
2024-07-22,526.7,23.7,-47.7,0.0,13.7,7.9,0.0,-38.4,0.0,,0.0,,485.9,285.22
2024-07-23,71.9,0.0,-70.3,-52.3,0.0,0.0,0.0,0.0,0.0,,-27.3,,-78.0,185.12
2024-07-24,66.0,1.4,0.0,3.3,0.0,0.0,0.0,0.0,0.0,,-26.2,,44.5,183.36
2024-07-25,70.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-39.6,,31.1,182.14
2024-07-26,23.2,4.5,31.4,0.0,0.0,0.0,0.0,19.2,0.0,,-26.5,,51.8,107.06
2024-07-29,205.6,-5.9,-21.3,0.0,0.0,0.0,0.0,0.0,0.0,,-54.3,,124.1,34.7
2024-07-30,74.9,-2.9,-3.2,-7.9,0.0,0.0,0.0,-5.6,0.0,,-73.6,,-18.3,46.64
2024-07-31,21.0,-31.6,-2.5,-4.6,0.0,0.0,0.0,0.0,0.0,,0.0,18.0,0.3,37.8
2024-08-01,25.9,-48.4,-20.7,-22.4,0.0,0.0,0.0,-3.6,0.0,,-71.3,191.1,50.6,41.7
2024-08-02,42.8,-104.1,-29.4,-87.7,0.0,0.0,0.0,-23.0,0.0,,-45.9,9.9,-237.4,-16.14
2024-08-05,0.0,-58.0,2.9,-69.0,0.0,0.0,0.0,3.0,0.0,,-69.1,21.8,-168.4,-74.64
2024-08-06,0.0,-64.5,0.0,-28.9,0.0,-23.0,0.0,0.0,0.0,,-32.2,0.0,-148.6,-100.7
2024-08-07,52.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.5,,-30.6,9.7,45.1,-91.74
2024-08-08,157.6,65.2,0.0,32.8,0.0,0.0,0.0,3.4,118.5,,-182.9,0.0,194.6,-62.94
2024-08-09,9.6,-19.8,-18.1,0.0,0.0,0.0,0.0,0.0,0.0,,-77.0,15.6,-89.7,-33.4
2024-08-12,13.4,0.0,-17.1,35.4,0.0,0.0,0.0,0.0,0.0,,-11.8,7.9,27.8,5.84
2024-08-13,34.6,22.6,16.5,-6.1,0.0,0.0,0.0,0.0,0.0,,-28.6,0.0,39.0,43.36
2024-08-14,2.7,-18.0,-5.8,-6.8,0.0,3.4,0.0,0.0,0.0,,-56.9,0.0,-81.4,18.06
2024-08-15,0.0,16.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,,-25.0,13.7,11.1,-18.64
2024-08-16,20.4,61.3,12.0,13.4,0.0,1.7,0.0,0.0,0.0,,-72.9,0.0,35.9,6.48
2024-08-19,92.7,3.9,-25.7,0.0,-8.8,0.0,0.0,0.0,0.0,,0.0,0.0,62.1,13.34
2024-08-20,55.4,0.0,-6.5,51.9,0.0,0.0,0.0,0.0,0.0,,-12.8,0.0,88.0,23.14
2024-08-21,8.4,10.7,10.0,0.0,2.5,3.5,0.0,0.0,0.0,,-9.8,14.2,39.5,47.32
2024-08-22,75.5,9.2,-11.5,7.8,0.0,0.0,0.0,3.4,4.8,,-28.4,4.0,64.8,58.06
2024-08-23,86.8,64.0,42.3,23.8,3.2,0.0,2.3,14.4,0.0,,-35.6,50.8,252.0,101.28
2024-08-26,224.1,-8.3,-16.6,0.0,0.0,5.5,0.0,-7.2,5.1,,0.0,0.0,202.6,129.38
2024-08-27,0.0,0.0,-6.8,-102.0,0.0,0.0,0.0,0.0,0.0,,-18.3,0.0,-127.1,86.36
2024-08-28,0.0,-10.4,-8.7,-59.3,0.0,0.0,0.0,-10.1,0.0,,-8.0,-8.8,-105.3,57.4
2024-08-29,-13.5,-31.1,-8.1,5.3,0.0,0.0,-1.7,0.0,0.0,,-22.7,0.0,-71.8,30.08
2024-08-30,0.0,-12.9,-16.4,-65.0,-11.1,0.0,0.0,0.0,0.0,,-70.2,0.0,-175.6,-55.44
2024-09-02,,,,,,,,,,,,,0.0,-95.96
2024-09-03,0.0,-162.3,-25.0,-33.6,-2.3,-8.4,-2.5,-3.3,0.0,,-50.4,0.0,-287.8,-128.1
2024-09-04,0.0,-7.6,9.5,0.0,0.0,0.0,0.0,-4.9,0.0,,-34.2,0.0,-37.2,-114.48
2024-09-05,0.0,-149.5,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,,-23.2,-8.4,-211.1,-142.34
2024-09-06,0.0,-85.5,-14.3,-7.2,0.0,0.0,-4.6,0.0,0.0,,-52.9,-5.5,-170.0,-141.22
2024-09-09,-9.1,28.6,22.0,6.8,3.1,0.0,0.0,0.0,0.0,,-22.8,0.0,28.6,-135.5
2024-09-10,0.0,63.2,0.0,12.7,0.0,0.0,0.0,0.0,0.0,,0.0,41.1,117.0,-54.54
2024-09-11,0.0,12.6,0.0,-54.0,2.6,0.0,0.0,0.0,0.0,,-4.6,-0.5,-43.9,-55.88
2024-09-12,0.0,11.5,2.2,18.3,0.0,3.4,0.0,4.9,0.0,,-6.5,5.2,39.0,-5.86
2024-09-13,0.0,102.1,43.1,99.3,0.0,5.2,1.7,5.1,0.0,,6.7,0.0,263.2,80.78
2024-09-16,15.8,5.1,0.0,0.0,0.0,5.0,0.0,4.9,0.0,,-20.8,2.8,12.8,77.62
2024-09-17,0.0,56.6,45.4,42.2,10.2,8.7,0.0,20.5,3.2,,0.0,0.0,186.8,91.58
2024-09-18,0.0,0.0,-3.9,-43.4,0.0,0.0,0.0,0.0,0.0,,-8.1,2.7,-52.7,89.82
2024-09-19,0.0,49.9,10.4,81.1,0.0,7.4,0.0,0.0,0.0,,0.0,9.5,158.3,113.68
2024-09-20,0.0,26.1,15.1,22.0,3.1,0.0,5.2,7.1,0.0,,0.0,13.4,92.0,79.44
2024-09-23,11.5,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-40.3,8.4,4.5,77.78
2024-09-24,98.9,16.8,17.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.9,136.0,67.62
2024-09-25,184.4,-33.2,2.1,-47.4,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,105.9,99.34
2024-09-26,93.4,74.0,50.4,113.8,6.5,5.7,4.6,22.1,0.0,,-7.7,2.9,365.7,140.82
2024-09-27,110.8,123.6,12.9,203.1,3.3,0.0,3.3,11.2,0.0,,26.2,0.0,494.4,221.3
2024-09-30,72.2,8.3,-9.7,-9.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,61.3,232.66
2024-10-01,40.8,-144.7,-32.7,-84.3,0.0,0.0,0.0,-15.8,0.0,,-5.9,0.0,-242.6,156.94
2024-10-02,-13.7,21.1,-11.5,-60.3,0.0,0.0,0.0,0.0,0.0,,-27.3,0.0,-91.7,117.42
2024-10-03,36.0,-37.2,2.6,-58.0,2.4,0.0,0.0,0.0,0.0,,0.0,0.0,-54.2,33.44
2024-10-04,0.0,13.6,15.3,5.3,0.0,0.0,0.0,5.3,0.0,,-13.9,0.0,25.6,-60.32
2024-10-07,97.9,103.7,13.1,12.6,2.5,0.0,0.0,5.4,0.0,,0.0,0.0,235.2,-25.54
2024-10-08,39.6,-48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-9.4,0.0,-18.6,19.26
2024-10-09,13.9,0.0,-10.0,-44.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-40.6,29.48
2024-10-10,-10.8,-33.8,-6.2,-30.3,0.0,0.0,0.0,0.0,0.0,,-18.5,-21.2,-120.8,16.16
2024-10-11,0.0,117.1,38.8,97.6,7.9,0.0,0.0,14.3,0.0,,-22.1,0.0,253.6,61.76
2024-10-14,79.5,239.3,100.2,69.8,4.9,5.7,2.8,11.2,0.0,,37.8,4.7,555.9,125.9
2024-10-15,288.8,35.0,0.7,14.7,0.0,0.0,0.0,7.6,2.8,,8.0,13.4,371.0,203.82
